,world_index,X,Y
35917,19679,3375.0,925.0
35918,19680,3376.0,929.0
35919,19680,3375.0,929.0
35920,19681,3382.0,911.0
35921,19681,3381.0,908.0
35922,19682,3371.0,906.0
35923,19682,3371.0,906.0
35924,19683,3369.0,902.0
35925,19683,3371.0,898.0
35926,19684,3365.0,902.0
35927,19684,3366.0,902.0
35928,19685,3363.0,910.0
35929,19685,3364.0,909.0
35930,19686,3338.0,960.0
35931,19686,3339.0,957.0
35932,19687,3346.0,930.0
35933,19687,3348.0,929.0
35934,19688,3350.0,908.0
35935,19688,3353.0,908.0
35936,19689,3340.0,941.0
35937,19689,3344.0,944.0
35938,19690,3355.0,910.0
35939,19690,3359.0,914.0
35940,19691,3357.0,911.0
35941,19691,3359.0,914.0
35942,19692,3384.0,904.0
35943,19692,3387.0,907.0
35944,19693,3255.0,908.0
35945,19693,3255.0,911.0
35946,19694,3363.0,899.0
35947,19694,3366.0,901.0
35948,19695,3349.0,933.0
35949,19695,3351.0,939.0
35950,19696,3343.0,922.0
35951,19696,3250.0,883.0
35952,19697,3105.0,886.0
35953,19697,3050.0,884.0
35954,19698,2968.0,949.0
35955,19698,2962.0,952.0
35956,19699,3049.0,901.0
35957,19699,3054.0,908.0
35958,19700,2992.0,923.0
35959,19700,3007.0,926.0
35960,19701,3030.0,912.0
35961,19701,3048.0,848.0
35962,19702,3073.0,674.0
35963,19702,3053.0,590.0
35964,19703,3040.0,529.0
35965,19703,3040.0,511.0
35966,19704,2952.0,535.0
35967,19704,3065.0,493.0
35968,19705,3093.0,489.0
35969,19705,3088.0,494.0
35970,19706,3064.0,513.0
35971,19706,3141.0,660.0
35972,19707,3122.0,715.0
35973,19707,3128.0,737.0
35974,19708,3154.0,730.0
35975,19708,3151.0,737.0
35976,19709,3151.0,736.0
35977,19709,3153.0,739.0
35978,19710,3120.0,731.0
35979,19710,3122.0,733.0
35980,19711,3161.0,720.0
35981,19711,3163.0,729.0
35982,19712,3143.0,720.0
35983,19712,3139.0,738.0
35984,19713,3149.0,729.0
35985,19713,3152.0,746.0
35986,19714,3159.0,754.0
35987,19715,3175.0,746.0
35988,19715,3185.0,743.0
35989,19716,3215.0,733.0
35990,19716,3243.0,728.0
35991,19717,3243.0,723.0
35992,19717,3252.0,726.0
